month_day,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
12-25,30.633333333333336,21.383333333333336,22.245,22.38695652173913,18.382608695652173,17.382608695652173,12.456521739130435,27.330434782608698,8.943478260869567,21.015384615384615,12.746153846153845,27.646666666666665,24.543333333333337,25.1,20.986666666666668,13.281481481481482,15.685185185185185,11.14074074074074,20.23448275862069,16.057142857142857,24.614814814814817,
12-26,30.76666666666667,21.333333333333332,22.465,22.52173913043478,18.443478260869565,17.434782608695652,12.382608695652175,27.382608695652173,9.013043478260869,20.96923076923077,12.607692307692307,27.226666666666667,24.573333333333334,25.096666666666668,20.983333333333334,13.35925925925926,15.722222222222221,11.203703703703704,20.337931034482757,16.15357142857143,24.57777777777778,
12-27,30.733333333333334,21.433333333333334,22.919999999999998,22.678260869565218,18.47826086956522,17.55217391304348,12.382608695652175,27.38695652173913,9.18695652173913,21.003846153846155,12.592307692307692,26.726666666666667,24.566666666666666,25.07333333333333,21.006666666666668,13.403703703703703,15.703703703703704,11.3,20.42413793103448,17.3,24.581481481481482,
12-28,30.733333333333334,21.25,23.805,22.678260869565218,18.495652173913044,17.556521739130435,12.23913043478261,27.36086956521739,9.839130434782609,20.88076923076923,12.51923076923077,26.623333333333335,24.543333333333333,25.136666666666667,20.94,13.481481481481481,15.722222222222221,11.244444444444445,20.448275862068964,17.42142857142857,24.607407407407408,
12-29,30.766666666666666,21.233333333333334,24.15,22.573913043478264,18.547826086956523,17.62608695652174,12.334782608695651,27.40869565217391,10.58695652173913,20.915384615384614,12.423076923076923,26.493333333333332,24.5,25.18,20.946666666666665,13.462962962962964,15.648148148148149,11.24074074074074,20.50344827586207,17.55,24.67037037037037,
12-30,30.8,21.3,24.715,22.308695652173913,18.656521739130437,17.773913043478263,12.352173913043476,27.517391304347825,11.543478260869565,20.826923076923077,12.373076923076923,26.293333333333333,24.58,25.13,21.016666666666666,13.477777777777776,15.677777777777779,11.200000000000001,20.47241379310345,17.675,24.692592592592593,
12-31,30.96666666666667,21.55,25.325,22.269565217391307,18.704347826086956,17.891304347826086,12.391304347826088,27.494999999999997,11.247826086956522,20.78076923076923,12.357692307692307,26.033333333333335,24.573333333333334,25.136666666666667,20.883333333333333,13.544444444444444,15.75925925925926,11.251851851851852,20.160714285714285,17.960714285714285,24.674074074074074,
01-01,,31.0,21.575,25.259999999999998,22.121739130434783,18.669565217391302,17.956521739130434,12.52608695652174,27.421739130434784,11.0,20.673076923076923,12.446153846153846,25.85666666666667,24.5,25.126666666666665,20.759999999999998,13.511111111111111,15.751851851851852,11.255555555555555,20.292857142857144,18.114285714285714,24.625925925925927
01-02,,31.03333333333333,21.583333333333332,25.28,22.008695652173913,18.708695652173912,18.065217391304348,12.582608695652173,27.426086956521736,10.978260869565217,20.565384615384616,12.411538461538461,25.59,24.470000000000002,25.040000000000003,20.63,13.496296296296297,15.78888888888889,11.31111111111111,20.442857142857143,18.27857142857143,24.5
01-03,,31.166666666666668,21.691666666666666,25.31,22.1,18.747826086956522,18.156521739130437,12.626086956521737,27.391304347826086,10.834782608695651,20.49230769230769,12.426923076923076,25.39333333333333,24.44333333333333,25.083333333333332,20.57,13.414814814814815,15.87037037037037,11.337037037037037,20.467857142857145,18.400000000000002,24.45925925925926
01-04,,31.133333333333336,21.708333333333332,25.4,22.29565217391304,18.73913043478261,18.247826086956522,12.734782608695651,27.313043478260873,10.71304347826087,20.36923076923077,12.28076923076923,25.19,24.353333333333335,25.133333333333333,20.56,13.42962962962963,15.903703703703703,11.44814814814815,20.575,18.432142857142857,24.48888888888889
01-05,,31.166666666666668,21.833333333333332,25.555,22.343478260869563,18.830434782608698,18.230434782608697,12.817391304347826,27.191304347826087,10.778260869565218,20.299999999999997,12.088461538461539,25.209999999999997,24.403333333333332,25.16,20.666666666666668,13.488888888888889,15.94814814814815,11.562962962962963,20.714285714285715,18.49285714285714,24.50740740740741
01-06,,31.133333333333336,21.95,25.580000000000002,22.045,18.973913043478262,18.273913043478263,12.919999999999998,27.12173913043478,10.530434782608696,20.21923076923077,11.819230769230769,25.34,24.4,25.183333333333334,21.203333333333333,13.537037037037036,15.907407407407407,11.666666666666666,20.982142857142858,18.582142857142856,24.54074074074074
01-07,,31.099999999999998,22.016666666666666,25.74,22.078260869565216,19.039130434782606,17.630000000000003,13.056521739130435,27.108695652173914,10.378260869565217,20.253846153846155,11.915384615384616,25.433333333333334,24.493333333333332,25.220000000000002,21.373333333333335,13.55185185185185,15.955555555555556,11.68148148148148,21.135714285714283,18.714285714285715,24.55925925925926
01-08,,31.166666666666668,22.2,25.855,21.956521739130434,19.039130434782606,18.347826086956523,13.108695652173912,27.09130434782609,10.117391304347825,20.273076923076925,12.05,25.446666666666665,24.59,25.503333333333334,21.529999999999998,13.648148148148149,15.91851851851852,11.68148148148148,21.339285714285715,18.807142857142857,24.57777777777778
01-09,,31.133333333333336,22.224999999999998,25.9,21.956521739130434,19.104347826086954,18.356521739130436,13.182608695652174,27.073913043478264,9.995652173913044,20.273076923076925,12.13846153846154,25.506666666666668,24.6,25.529999999999998,23.623333333333335,13.677777777777779,16.011111111111113,11.774074074074074,21.62142857142857,18.95357142857143,24.666666666666668
01-10,,31.066666666666666,22.425,25.889999999999997,21.91304347826087,19.139130434782608,18.391304347826086,13.221739130434784,27.069565217391304,9.891304347826088,20.315384615384616,12.161538461538461,25.586666666666666,24.62,25.583333333333332,23.67,13.837037037037037,15.966666666666665,11.796296296296296,21.77857142857143,19.010714285714283,24.70740740740741
01-11,,31.166666666666668,22.53333333333333,26.169999999999998,21.9,19.230434782608697,18.430434782608696,13.226086956521739,26.94347826086957,9.530434782608696,20.565217391304348,12.384615384615385,25.623333333333335,24.596666666666668,25.646666666666665,23.77,13.903703703703703,16.033333333333335,11.803703703703704,21.8,19.12142857142857,24.703703703703702
01-12,,31.166666666666668,22.616666666666664,26.235000000000003,21.71304347826087,19.278260869565216,19.017391304347825,13.404347826086957,26.856521739130436,9.217391304347826,20.31153846153846,12.488461538461538,25.740000000000002,24.506666666666668,25.826666666666664,23.89333333333333,13.95185185185185,16.09259259259259,11.777777777777779,21.72142857142857,19.224999999999998,24.725925925925928
01-13,,31.2,22.675,26.195,21.378260869565217,19.36521739130435,19.07391304347826,13.530434782608696,26.869565217391305,9.134782608695652,20.22307692307692,12.534615384615384,25.766666666666666,24.5,25.833333333333332,23.91,13.94074074074074,16.151851851851852,12.366666666666665,21.821428571428573,19.325,24.74814814814815
01-14,,31.166666666666668,22.683333333333334,26.27,21.082608695652173,19.482608695652175,19.06086956521739,13.630434782608695,26.98695652173913,9.165217391304349,20.084615384615386,12.588461538461539,25.65,24.533333333333335,25.94333333333333,23.816666666666666,13.903703703703703,16.203703703703702,12.574074074074074,21.75357142857143,19.435714285714287,24.81851851851852
01-15,,31.166666666666668,22.758333333333336,26.325,20.87391304347826,19.443478260869565,19.034782608695654,13.543478260869565,27.0,9.3,20.015384615384615,12.534615384615384,25.509999999999998,24.529999999999998,25.986666666666668,23.823333333333334,13.892592592592594,16.229629629629628,12.607407407407406,21.77857142857143,19.532142857142855,24.892592592592592
01-16,,31.03333333333333,22.866666666666664,26.395,20.604347826086954,19.517391304347825,18.91304347826087,13.665217391304349,29.104347826086954,9.043478260869565,19.996153846153845,12.411538461538461,25.453333333333333,24.546666666666667,26.03666666666667,23.8,13.907407407407407,16.262962962962963,12.755555555555555,21.732142857142858,19.667857142857144,24.88888888888889
01-17,,31.03333333333333,22.891666666666666,26.439999999999998,20.33478260869565,19.469565217391306,18.786956521739132,13.665217391304349,29.230434782608693,8.904347826086957,19.892307692307693,12.419230769230769,25.57,24.55,26.076666666666664,23.756666666666668,13.985185185185186,16.31111111111111,12.837037037037037,21.62142857142857,19.74642857142857,24.977777777777778
01-18,,31.0,23.008333333333336,26.5,20.06086956521739,19.456521739130434,18.682608695652174,13.765217391304349,28.991304347826084,8.995652173913044,19.85,12.365384615384615,26.09,24.613333333333333,26.106666666666666,23.973333333333336,13.641379310344828,16.40740740740741,12.966666666666667,21.650000000000002,19.821428571428573,24.98148148148148
01-19,,30.933333333333334,23.03333333333333,26.595,19.82608695652174,19.47391304347826,18.66521739130435,13.830434782608696,28.900000000000002,9.2,19.79615384615385,12.28076923076923,26.32333333333333,24.64,26.11,24.19,13.882758620689655,16.555555555555557,12.988888888888889,21.57857142857143,19.928571428571427,25.06666666666667
01-20,,30.933333333333334,23.016666666666666,26.630000000000003,19.756521739130434,19.40434782608696,18.61304347826087,13.878260869565217,28.91304347826087,9.456521739130435,19.696153846153848,12.261538461538462,26.243333333333332,24.723333333333336,26.15,24.36,14.168965517241379,16.62962962962963,12.885185185185184,21.542857142857144,19.978571428571428,25.12222222222222
01-21,,30.933333333333334,23.083333333333332,26.685000000000002,19.721739130434784,19.408695652173915,18.67391304347826,13.930434782608698,28.921739130434784,11.004347826086956,19.665384615384617,12.169230769230769,25.99,24.763333333333332,26.186666666666667,24.353333333333335,14.420689655172414,16.814814814814813,12.814814814814815,21.582142857142856,20.025000000000002,25.185185185185187
01-22,,30.833333333333332,23.05,26.685000000000002,19.565217391304348,19.43913043478261,18.795652173913044,14.043478260869565,28.956521739130434,11.178260869565218,19.611538461538462,12.146153846153847,25.64333333333333,24.816666666666666,26.23,24.366666666666667,14.651724137931033,16.896296296296295,12.796296296296296,21.571428571428573,20.035714285714285,25.24814814814815
01-23,,30.766666666666666,23.016666666666666,26.725,19.5,19.356521739130436,20.34,13.960869565217392,28.856521739130436,11.26086956521739,19.55,12.123076923076923,25.416666666666668,24.876666666666665,26.3,24.303333333333335,14.803448275862069,16.95925925925926,12.907407407407407,21.514285714285712,20.07857142857143,25.303703703703704
01-24,,30.7,22.983333333333334,26.73,19.395652173913046,19.295652173913044,19.143478260869564,14.056521739130435,28.543478260869566,11.252173913043478,19.573076923076922,12.057692307692308,25.38,24.84,26.30666666666667,24.23,14.86896551724138,17.066666666666666,12.851851851851851,21.47142857142857,20.150000000000002,25.816666666666666
01-25,,30.633333333333336,22.974999999999998,26.72,19.356521739130436,19.295652173913044,19.295652173913044,14.04782608695652,28.495652173913044,11.308695652173913,19.696153846153848,11.911538461538461,25.43,24.983333333333334,26.36,24.203333333333333,15.03793103448276,17.133333333333333,12.855555555555556,21.474999999999998,20.146428571428572,25.414814814814818
01-26,,30.566666666666663,23.066666666666666,26.744999999999997,19.33478260869565,19.256521739130434,19.473913043478262,14.11304347826087,28.317391304347826,11.47391304347826,19.876923076923074,11.907692307692308,25.703333333333333,24.993333333333332,26.43,24.096666666666668,15.058620689655172,17.29259259259259,12.844444444444445,21.385714285714283,20.185714285714287,25.48888888888889
01-27,,30.599999999999998,23.224999999999998,26.74,19.308695652173913,19.26521739130435,19.708695652173912,14.173913043478262,28.186956521739127,11.543478260869565,20.06153846153846,11.942307692307692,26.220000000000002,25.046666666666667,26.46333333333333,24.009999999999998,15.086206896551724,17.392592592592592,12.78888888888889,21.267857142857142,20.228571428571428,25.537037037037038
01-28,,30.599999999999998,23.349999999999998,26.725,19.282608695652176,19.317391304347826,19.81304347826087,14.269565217391303,28.117391304347827,11.460869565217392,20.103846153846156,12.150000000000002,26.779999999999998,25.05666666666667,26.513333333333332,24.09,15.075862068965517,17.418518518518518,12.81851851851852,21.157142857142855,20.282142857142855,25.62962962962963
01-29,,30.7,23.5,26.8,19.204347826086956,19.23913043478261,19.960869565217394,14.291304347826086,27.96521739130435,11.508695652173913,20.138461538461538,16.01153846153846,26.91,25.209999999999997,26.493333333333332,24.053333333333335,15.13103448275862,17.522222222222222,12.925925925925926,21.039285714285715,20.325,25.76666666666667
01-30,,30.76666666666667,23.491666666666664,26.85,19.234782608695653,19.35217391304348,20.05217391304348,14.326086956521738,27.921739130434784,11.5,20.20384615384615,16.015384615384615,27.07,25.323333333333334,26.533333333333335,24.14,15.117241379310347,17.574074074074073,13.044444444444444,20.875,20.353571428571428,25.84444444444444
01-31,,30.96666666666667,23.325,26.905,19.16521739130435,19.33913043478261,20.139130434782608,14.304347826086957,27.847826086956523,11.443478260869565,20.342307692307692,15.923076923076923,27.046666666666667,25.386666666666667,26.540000000000003,24.15,15.137931034482758,17.59259259259259,13.055555555555555,20.775000000000002,20.417857142857144,26.12222222222222
02-01,,30.96666666666667,23.28333333333333,26.955000000000002,19.043478260869566,19.36521739130435,20.082608695652173,14.334782608695651,27.786956521739132,11.504347826086958,20.4,15.938461538461537,26.83,25.44,26.53666666666667,24.266666666666666,15.110344827586207,17.70740740740741,13.151851851851852,20.75,20.442857142857143,26.340740740740742
02-02,,31.0,23.03333333333333,26.975,18.843478260869563,19.36521739130435,20.034782608695654,14.404347826086957,27.62608695652174,11.521739130434783,20.38076923076923,15.669230769230769,27.439999999999998,25.596666666666668,26.61,24.61,15.475862068965517,17.833333333333332,13.296296296296296,20.610714285714288,20.45357142857143,26.71111111111111
02-03,,31.066666666666666,23.099999999999998,27.1,18.721739130434784,19.40869565217391,20.069565217391304,14.404347826086957,27.469565217391303,11.443478260869565,20.315384615384616,15.457692307692307,28.59333333333333,25.64,26.616666666666667,25.256666666666668,15.531034482758622,17.229166666666668,13.414814814814815,20.52857142857143,20.42142857142857,26.85185185185185
02-04,,31.066666666666666,22.974999999999998,27.160000000000004,18.22,19.421739130434784,19.982608695652175,14.491304347826087,27.417391304347827,11.317391304347826,20.253846153846155,15.434615384615386,28.2,25.686666666666667,26.663333333333334,25.959999999999997,15.593103448275862,17.977777777777778,13.42222222222222,20.482142857142858,20.467857142857145,26.91851851851852
02-05,,31.166666666666668,22.991666666666664,27.264999999999997,18.41,19.469565217391306,20.05217391304348,14.547826086956523,27.426086956521736,11.23913043478261,20.27692307692308,15.442307692307692,28.19333333333333,25.703333333333333,26.746666666666666,26.053333333333335,15.717241379310344,18.5625,13.42962962962963,20.396428571428572,20.45,26.94074074074074
02-06,,31.2,22.900000000000002,27.264999999999997,18.725,19.508695652173913,20.108695652173914,14.6,27.382608695652173,11.169565217391304,20.246153846153845,15.403846153846153,28.636666666666667,25.709999999999997,26.773333333333333,25.94333333333333,15.806896551724137,18.05925925925926,13.54814814814815,20.36785714285714,20.482142857142858,27.003703703703703
02-07,,31.166666666666668,22.958333333333332,27.380000000000003,18.94,19.504347826086956,20.13478260869565,14.64782608695652,27.430434782608696,11.14782608695652,20.25,15.396153846153847,28.993333333333332,25.763333333333332,26.903333333333332,25.95,15.979310344827587,18.159259259259258,13.607407407407406,20.292857142857144,20.49642857142857,27.055555555555557
02-08,,31.233333333333334,22.925,27.360000000000003,20.356521739130436,19.52173913043478,20.152173913043477,14.700000000000001,27.504347826086956,11.113043478260868,20.234615384615385,15.538461538461538,29.31,25.793333333333333,27.033333333333335,26.06,16.082758620689656,18.177777777777777,13.651851851851852,20.3,20.560714285714287,27.11851851851852
02-09,,31.333333333333332,22.75,27.439999999999998,20.76086956521739,19.569565217391304,20.16086956521739,14.68695652173913,27.36521739130435,11.134782608695653,20.23846153846154,15.680769230769231,29.56,25.826666666666664,27.573333333333334,26.166666666666668,16.182758620689654,17.495833333333334,13.651851851851852,20.289285714285715,20.510714285714283,27.144444444444442
02-10,,31.3,22.625,27.4,22.347826086956523,19.608695652173914,20.178260869565218,14.721739130434784,27.20434782608696,11.213043478260868,20.21923076923077,15.815384615384614,29.31,25.836666666666666,27.65666666666667,25.94333333333333,16.224137931034484,18.303703703703704,13.703703703703704,20.385714285714283,20.539285714285715,27.211111111111112
02-11,,31.333333333333332,22.474999999999998,27.395,22.904347826086955,19.67391304347826,20.16521739130435,14.752173913043478,27.156521739130437,11.321739130434782,20.157692307692308,15.957692307692307,29.2,25.85666666666667,27.676666666666666,25.25,16.26206896551724,18.322222222222223,13.74074074074074,20.62857142857143,20.54642857142857,27.203703703703702
02-12,,31.5,22.616666666666664,27.380000000000003,22.88695652173913,19.643478260869564,20.156521739130437,14.791304347826086,27.01304347826087,11.408695652173913,20.1,16.323076923076925,29.423333333333336,25.916666666666668,27.703333333333333,25.05,16.282758620689656,17.608333333333334,13.766666666666666,20.807142857142857,20.52857142857143,27.22962962962963
02-13,,31.433333333333334,22.650000000000002,27.339999999999996,22.952173913043477,19.67391304347826,20.18695652173913,14.782608695652174,27.030434782608697,11.378260869565217,20.096153846153847,17.607692307692307,29.5,26.013333333333332,27.746666666666666,24.633333333333333,16.324137931034482,18.425925925925927,13.88888888888889,21.724999999999998,20.525000000000002,27.262962962962963
02-14,,31.433333333333334,22.0,27.335,23.008695652173916,19.73913043478261,20.18695652173913,14.93913043478261,26.94347826086957,11.38695652173913,20.111538461538462,19.06923076923077,29.576666666666664,26.396666666666665,27.733333333333334,24.266666666666666,16.641379310344828,18.45925925925926,13.966666666666667,21.082142857142856,20.474999999999998,27.274074074074072
02-15,,31.46666666666667,22.75,27.32,22.97826086956522,19.76521739130435,20.208695652173912,14.978260869565217,26.934782608695652,11.456521739130435,20.103846153846156,20.21153846153846,29.31,27.043333333333333,27.683333333333334,24.12,16.555172413793102,18.46666666666667,14.05925925925926,21.107142857142858,20.521428571428572,27.27037037037037
02-16,,31.46666666666667,22.71666666666667,27.29,23.40869565217391,19.778260869565216,20.204347826086956,15.143478260869566,26.930434782608696,11.330434782608696,20.069230769230767,21.173076923076923,28.92,27.413333333333334,27.793333333333333,23.946666666666665,16.662068965517243,18.525925925925925,14.155555555555555,21.521428571428572,20.50357142857143,27.303703703703704
02-17,,31.46666666666667,22.583333333333332,27.285000000000004,23.63478260869565,19.795652173913044,20.2,15.217391304347826,26.952173913043477,11.321739130434782,20.096153846153847,21.29615384615385,28.176666666666666,27.470000000000002,27.81,23.90666666666667,16.75862068965517,18.52962962962963,14.214814814814815,21.22142857142857,20.5,27.32962962962963
02-18,,31.599999999999998,22.541666666666668,27.314999999999998,24.008695652173916,19.804347826086957,20.230434782608697,15.334782608695651,26.917391304347827,11.299999999999999,20.03846153846154,21.353846153846156,28.14333333333333,27.513333333333332,27.846666666666668,24.016666666666666,16.872413793103448,18.555555555555557,14.296296296296296,21.228571428571428,20.464285714285715,27.34444444444444
02-19,,31.766666666666666,22.616666666666664,27.244999999999997,24.05652173913043,19.82608695652174,20.2,15.443478260869565,26.904347826086955,11.321739130434782,20.0,21.384615384615383,28.256666666666668,27.540000000000003,27.883333333333333,23.89333333333333,17.020689655172415,18.625925925925927,14.381481481481481,21.275000000000002,20.439285714285713,27.37777777777778
02-20,,31.866666666666664,22.741666666666664,27.165,24.065217391304348,19.83913043478261,20.247826086956522,15.47391304347826,26.930434782608696,11.191304347826087,20.034615384615385,21.31153846153846,28.28666666666667,27.563333333333333,28.473333333333336,23.64333333333333,17.127586206896552,18.622222222222224,14.492592592592594,21.349999999999998,20.45,27.4037037037037
02-21,,31.866666666666664,22.8,27.169999999999998,24.256521739130434,19.847826086956523,20.291304347826088,15.443478260869565,26.995652173913044,11.334782608695651,19.976923076923075,21.253846153846155,28.233333333333334,27.563333333333333,28.476666666666667,23.39333333333333,17.220689655172414,18.633333333333333,14.607407407407406,21.349999999999998,20.396428571428572,27.444444444444443
02-22,,31.933333333333334,22.95,27.080000000000002,24.400000000000002,19.860869565217392,20.269565217391303,15.478260869565217,27.008695652173916,11.556521739130435,19.907692307692308,21.173076923076923,27.216666666666665,27.62,28.396666666666665,23.209999999999997,17.279310344827586,18.622222222222224,14.766666666666666,21.307142857142857,20.40357142857143,27.42962962962963
02-23,,31.899999999999995,23.083333333333332,27.05,24.58695652173913,19.90869565217391,20.38695652173913,15.395652173913044,26.98695652173913,11.726086956521739,20.104347826086954,21.103846153846156,26.509999999999998,27.59333333333333,28.383333333333333,23.544827586206896,17.362068965517242,18.637037037037036,14.892592592592594,21.25714285714286,20.425,27.477777777777778
02-24,,31.766666666666666,23.2,27.025,24.55652173913043,19.90869565217391,20.713043478260868,15.334782608695651,26.97391304347826,11.882608695652175,19.946153846153848,21.226923076923075,26.02,27.546666666666667,28.326666666666664,23.393103448275863,17.458620689655174,18.637037037037036,15.014814814814814,21.12857142857143,20.474999999999998,27.48148148148148
02-25,,31.8,23.175,26.905,24.5,19.94782608695652,20.773913043478263,15.286956521739132,26.96521739130435,11.91304347826087,19.96153846153846,21.573076923076922,26.240000000000002,27.58,28.336666666666666,23.26206896551724,17.548275862068966,18.64814814814815,15.11111111111111,21.085714285714285,20.442857142857143,27.5
02-26,,31.8,23.191666666666666,26.95,24.539130434782606,19.991304347826087,20.891304347826086,15.31304347826087,26.960869565217394,11.756521739130434,19.896153846153844,21.930769230769233,26.493333333333332,27.79,28.293333333333333,23.21379310344828,17.589655172413792,18.666666666666668,15.262962962962964,21.77857142857143,20.432142857142857,27.48888888888889
02-27,,31.833333333333332,23.200000000000003,27.080000000000002,24.44347826086957,20.0,20.969565217391306,15.282608695652174,26.97391304347826,11.756521739130434,19.88076923076923,22.15,26.516666666666666,27.826666666666664,28.25,23.16551724137931,19.23793103448276,18.68888888888889,15.348148148148148,21.735714285714288,20.457142857142856,27.496296296296297
02-28,,31.900000000000002,23.258333333333336,27.7,24.43913043478261,20.11304347826087,21.056521739130435,15.382608695652175,26.952173913043477,11.665217391304349,19.907692307692308,22.373076923076926,26.526666666666664,27.953333333333333,28.253333333333334,23.02758620689655,19.33448275862069,18.72222222222222,15.444444444444445,21.785714285714285,20.489285714285717,27.53333333333333
03-01,,31.833333333333332,23.28333333333333,27.725,24.44782608695652,20.226086956521737,21.16086956521739,15.47391304347826,26.956521739130434,11.58695652173913,20.11923076923077,22.523076923076925,26.44,28.39333333333333,28.236666666666668,23.017241379310345,19.337931034482757,18.725925925925928,15.5,22.089285714285715,20.47142857142857,27.58888888888889
03-02,,31.900000000000002,23.316666666666666,27.85,24.5,20.256521739130434,21.278260869565216,15.465217391304348,27.078260869565216,11.508695652173913,20.411538461538463,22.807692307692307,26.313333333333333,28.573333333333334,28.223333333333336,23.086206896551722,19.413793103448278,18.774074074074072,15.514814814814814,22.428571428571427,20.485714285714288,27.62962962962963
03-03,,31.933333333333334,23.441666666666666,27.885,24.539130434782606,20.308695652173913,21.52173913043478,15.565217391304348,27.078260869565216,11.47391304347826,20.457692307692305,22.965384615384615,26.276666666666664,28.573333333333334,28.246666666666666,23.096551724137928,19.451724137931034,18.848148148148148,15.540740740740741,22.767857142857142,20.517857142857142,27.64814814814815
03-04,,31.866666666666664,23.516666666666666,27.945,24.55217391304348,20.360869565217392,21.778260869565216,15.6,27.095652173913045,11.556521739130435,20.553846153846152,23.157692307692308,26.013333333333332,29.29,28.246666666666666,23.079310344827583,19.517241379310345,18.933333333333334,15.633333333333335,22.089285714285715,20.571428571428573,27.62962962962963
03-05,,32.0,23.516666666666666,27.955000000000002,24.721739130434784,20.4,21.952173913043477,15.68695652173913,27.165217391304346,11.678260869565218,20.54615384615385,23.357692307692307,25.89,29.740000000000002,28.28666666666667,23.086206896551722,19.644827586206898,19.125925925925927,15.677777777777779,22.349999999999998,20.592857142857145,27.666666666666668
03-06,,31.933333333333334,23.616666666666664,28.025,24.86521739130435,20.460869565217394,22.152173913043477,15.808695652173913,27.35217391304348,11.826086956521738,20.626923076923074,23.707692307692305,26.543333333333333,29.766666666666666,28.333333333333332,23.06551724137931,19.79310344827586,19.314814814814813,15.75925925925926,22.05,20.63214285714286,27.78518518518519
03-07,,31.866666666666664,23.75,28.03,25.034782608695654,20.115000000000002,22.321739130434782,15.9,27.37391304347826,11.882608695652175,20.700000000000003,23.696153846153848,27.256666666666664,29.41,28.333333333333332,22.986206896551725,19.92413793103448,20.20740740740741,15.84074074074074,22.017857142857142,20.682142857142857,27.77777777777778
03-08,,31.96666666666667,25.241666666666664,28.064999999999998,25.13913043478261,20.47391304347826,22.44347826086957,16.004347826086956,27.37826086956522,11.878260869565217,20.72307692307692,23.76153846153846,27.396666666666665,29.34,28.476666666666667,23.048275862068966,20.024137931034485,20.366666666666667,15.97037037037037,22.035714285714285,20.664285714285715,27.78148148148148
03-09,,32.03333333333333,26.308333333333334,28.15,25.17391304347826,20.465217391304346,22.599999999999998,16.139130434782608,27.495652173913044,11.91304347826087,20.823076923076922,24.207692307692305,27.326666666666664,29.423333333333336,28.82,23.29310344827586,20.103448275862068,20.47037037037037,16.066666666666666,22.760714285714283,20.70357142857143,27.803703703703704
03-10,,32.4,26.925,28.205000000000002,25.321739130434782,20.443478260869565,22.61304347826087,16.282608695652176,27.62608695652174,13.080769230769231,20.857692307692307,24.888461538461538,27.43,29.983333333333334,29.043333333333333,23.520689655172415,20.193103448275863,20.55185185185185,16.107407407407408,21.95,20.728571428571428,27.76666666666667
03-11,,32.56666666666667,28.433333333333334,28.24,25.495652173913044,20.44782608695652,22.62608695652174,16.347826086956523,27.695652173913043,13.865384615384615,20.950000000000003,24.838461538461537,28.253333333333334,30.73,29.05,23.782758620689656,20.279310344827586,21.211111111111112,16.225925925925925,21.842857142857145,20.764285714285712,27.91111111111111
03-12,,32.7,28.925,28.275,26.20434782608696,20.465217391304346,22.62173913043478,16.44782608695652,27.756521739130434,14.546153846153846,21.142307692307693,24.896153846153844,28.903333333333332,30.816666666666666,29.66,24.158620689655173,20.337931034482757,21.73333333333333,16.244444444444444,21.896428571428572,20.75357142857143,27.874074074074073
03-13,,33.300000000000004,29.09166666666667,28.275,26.539130434782606,20.57391304347826,22.617391304347827,16.51304347826087,27.756521739130434,15.3,21.484615384615385,24.934615384615384,29.09333333333333,30.796666666666667,30.113333333333333,25.358620689655172,20.410344827586208,21.996296296296297,16.27777777777778,21.974999999999998,20.900000000000002,27.88888888888889
03-14,,33.266666666666666,29.233333333333334,28.3,26.565217391304348,21.043478260869566,22.51304347826087,16.56086956521739,27.926086956521736,15.507692307692308,23.18846153846154,24.97307692307692,30.0,30.466666666666665,30.216666666666665,25.589655172413792,20.42413793103448,22.20740740740741,16.288888888888888,22.05,21.010714285714283,27.87777777777778
03-15,,33.333333333333336,29.458333333333332,28.32,26.59130434782609,21.256521739130434,22.504347826086956,16.482608695652175,29.030434782608697,16.865384615384617,23.75769230769231,25.25769230769231,30.273333333333333,30.246666666666666,30.623333333333335,25.644827586206898,20.444827586206895,22.31111111111111,16.92962962962963,22.22142857142857,21.089285714285715,27.87037037037037
03-16,,33.6,29.708333333333332,28.22,26.643478260869564,21.36521739130435,22.70434782608696,16.795652173913044,29.669565217391302,16.965384615384615,24.307692307692307,25.53076923076923,30.246666666666666,30.266666666666666,30.956666666666667,25.696551724137933,20.46551724137931,22.58888888888889,17.09259259259259,22.314285714285713,21.24285714285714,27.933333333333334
03-17,,33.733333333333334,29.941666666666666,28.214999999999996,27.02173913043478,21.360869565217392,23.191304347826087,17.317391304347826,29.630434782608695,16.807692307692307,24.226923076923075,25.26153846153846,30.126666666666665,30.566666666666666,31.013333333333332,25.903448275862072,20.510344827586206,22.9037037037037,17.20740740740741,22.364285714285717,21.264285714285712,28.01851851851852
03-18,,34.166666666666664,30.25,28.275,27.70434782608696,21.76086956521739,24.26521739130435,17.508695652173913,29.578260869565216,17.076923076923077,24.7,25.088461538461537,29.7,30.720000000000002,31.553333333333335,26.25862068965517,21.148275862068964,23.133333333333333,17.78148148148148,22.557142857142857,21.349999999999998,28.085185185185182
03-19,,34.4,30.741666666666664,28.23,28.53478260869565,22.286956521739132,24.93913043478261,17.630434782608695,29.669565217391302,17.173076923076923,24.78846153846154,25.03846153846154,29.396666666666665,30.92666666666667,31.473333333333336,26.479310344827585,21.46896551724138,23.20740740740741,19.414814814814818,23.282142857142855,21.400000000000002,28.83703703703704
